Date,Open,High,Low,Close,Volume
2023-10-25,10.371,11.788,10.337,11.058,17153705.46
2023-10-26,11.059,11.392,10.348,10.928,10983527.2
2023-10-27,10.927,11.434,10.605,11.185,11720249.83
2023-10-28,11.184,11.666,10.819,10.923,7686066.07
2023-10-29,10.923,11.297,10.75,11.081,5275457.69
2023-10-30,11.085,11.854,10.89,11.22,9454805.93
2023-10-31,11.22,12.026,10.92,11.353,12476688.51
2023-11-01,11.352,11.786,10.647,11.638,10588892.04
2023-11-02,11.639,11.749,10.806,11.007,8003890.51
2023-11-03,11.007,11.596,10.5,11.46,8887394.75
2023-11-04,11.457,11.626,11.147,11.496,5234888.3
2023-11-05,11.496,12.559,11.356,12.231,11907068.54
2023-11-06,12.231,13.255,12.118,12.984,10027182.42
2023-11-07,12.984,13.34,12.528,13.04,11935472.54
2023-11-08,13.04,14.98,12.81,14.919,12601104.84
2023-11-09,14.918,15.99,13.589,14.603,18901164.92
2023-11-10,14.603,15.644,14.122,15.493,12832103.89
2023-11-11,15.502,16.6,14.708,16.477,11922184.55
2023-11-12,16.477,16.543,15.371,16.025,9480541.7
2023-11-13,16.025,16.3,14.304,14.358,10117089.62
2023-11-14,14.354,14.91,13.361,13.945,12808258.53
2023-11-15,13.947,15.389,13.93,15.027,9561100.03
2023-11-16,15.027,15.22,13.55,13.866,11515683.62
2023-11-17,13.866,14.269,12.853,13.702,10376868.15
2023-11-18,13.707,13.81,12.921,13.75,5989655.98
2023-11-19,13.751,15.054,13.369,14.908,8024107.07
2023-11-20,14.911,15.393,14.365,14.477,7852547.72
2023-11-21,14.475,14.663,13.3,13.359,9307600.94
2023-11-22,13.362,14.621,13.24,14.212,7341318.89
2023-11-23,14.213,14.887,14.122,14.398,5780105.38
2023-11-24,14.398,14.843,14.208,14.482,4360537.63
2023-11-25,14.481,14.975,14.376,14.762,3318038.65
2023-11-26,14.763,15.333,14.364,14.766,5240707.85
2023-11-27,14.768,15.3,13.88,14.186,6146071.04
2023-11-28,14.186,14.712,13.765,14.521,5394866.99
2023-11-29,14.524,14.993,14.376,14.511,4845528.8
2023-11-30,14.514,14.832,14.268,14.412,4398464.68
2023-12-01,14.411,15.048,14.271,14.988,4634512.61
2023-12-02,14.987,16.199,14.919,15.992,6568892.92
2023-12-03,15.992,16.29,15.666,15.705,4379093.89
2023-12-04,15.706,16.396,15.11,15.813,8826925.32
2023-12-05,15.812,16.088,15.178,15.729,7193745.83
2023-12-06,15.72,16.164,15.232,15.268,8057101.19
2023-12-07,15.266,15.802,14.658,15.691,9080106.82
2023-12-08,15.688,17.324,15.55,16.925,10827786.35
2023-12-09,16.926,17.299,16.023,16.196,8430393.84
2023-12-10,16.195,16.454,15.791,16.367,4766574.66
2023-12-11,16.368,16.462,13.78,14.768,14107495.09
2023-12-12,14.767,15.138,14.17,14.523,7450890.25
2023-12-13,14.527,14.959,13.857,14.77,8205912.53
2023-12-14,14.773,15.586,14.21,15.37,8398653.34
2023-12-15,15.372,15.394,14.257,14.281,5588024.0
2023-12-16,14.281,14.801,14.086,14.32,3975469.06
2023-12-17,14.32,14.372,13.91,14.013,3560218.31
2023-12-18,14.016,14.681,13.633,14.674,8220244.73
2023-12-19,14.669,14.808,13.923,14.1,4715602.5
2023-12-20,14.1,14.805,13.975,14.253,5093239.98
2023-12-21,14.252,15.311,14.179,15.305,6978195.1
2023-12-22,15.306,15.729,14.969,15.479,6378166.47
2023-12-23,15.478,15.9,14.894,15.682,6241227.2
2023-12-24,15.682,15.95,15.11,15.262,5937006.95
2023-12-25,15.263,15.802,15.12,15.585,5182592.13
2023-12-26,15.586,15.9,14.3,15.092,6443612.14
2023-12-27,15.092,16.75,14.646,16.709,8604959.81
2023-12-28,16.711,17.672,15.975,16.005,12399584.63
2023-12-29,16.006,16.224,15.116,15.54,7020535.98
2023-12-30,15.539,15.623,15.017,15.167,2951588.48
2023-12-31,15.17,15.528,14.77,14.941,3495890.27
2024-01-01,14.942,15.58,14.81,15.548,3173937.89
2024-01-02,15.547,16.063,15.017,15.166,5675020.93
2024-01-03,15.165,15.578,12.2,14.148,10147635.17
2024-01-04,14.148,14.777,13.975,14.526,4365827.16
2024-01-05,14.53,14.655,13.705,14.091,6076419.59
2024-01-06,14.092,14.098,13.18,13.436,3565461.87
2024-01-07,13.435,13.741,13.0,13.151,3045099.87
2024-01-08,13.155,14.402,12.527,14.139,6343630.56
2024-01-09,14.143,14.25,13.242,13.716,6089402.93
2024-01-10,13.716,15.363,13.563,15.072,6108662.9
2024-01-11,15.073,15.695,14.597,15.022,5971021.52
2024-01-12,15.021,15.304,13.59,14.151,5199803.58
2024-01-13,14.155,14.43,13.788,14.345,2403223.09
2024-01-14,14.345,15.434,14.267,14.755,6981289.71
2024-01-15,14.755,16.018,14.75,15.185,7120605.92
2024-01-16,15.185,15.365,14.739,15.271,3995089.65
2024-01-17,15.267,16.395,15.267,15.761,8906227.12
2024-01-18,15.761,15.773,14.189,14.658,6730412.48
2024-01-19,14.658,16.415,14.461,16.118,9958120.37
2024-01-20,16.118,16.61,15.624,15.781,8343648.47
2024-01-21,15.781,15.912,15.365,15.396,3466755.98
2024-01-22,15.393,15.974,14.507,14.598,8999991.39
2024-01-23,14.597,14.886,13.561,14.3,7634724.2
2024-01-24,14.298,14.442,13.911,14.243,4902671.9
2024-01-25,14.242,14.261,13.506,13.744,3983863.76
2024-01-26,13.744,14.3,13.637,14.187,4124078.3
2024-01-27,14.188,14.4,14.091,14.345,2101656.52
2024-01-28,14.341,14.7,14.201,14.48,3924457.9
2024-01-29,14.479,15.081,14.265,15.004,5591006.51
2024-01-30,15.004,15.805,14.895,15.475,6613663.41
2024-01-31,15.474,16.06,15.083,15.429,9675848.46
2024-02-01,15.427,17.382,15.147,17.19,15982416.79
2024-02-02,17.192,18.88,17.132,17.828,18593885.47
2024-02-03,17.827,18.148,17.502,17.658,7618053.39
2024-02-04,17.661,18.711,17.532,18.153,7542592.91
2024-02-05,18.154,19.794,17.806,19.164,11701737.55
2024-02-06,19.163,19.333,18.21,18.287,7718020.78
2024-02-07,18.287,19.077,18.021,18.817,6288753.44
2024-02-08,18.818,19.271,17.969,18.212,6386966.04
2024-02-09,18.209,18.625,17.973,18.47,5692887.07
2024-02-10,18.47,19.17,17.986,19.084,4237108.87
2024-02-11,19.083,20.676,18.829,20.146,8729373.41
2024-02-12,20.147,20.856,19.751,20.465,9061699.87
2024-02-13,20.467,20.592,19.45,19.87,6228394.6
2024-02-14,19.869,20.43,19.702,20.24,5075660.98
2024-02-15,20.24,20.524,19.65,19.932,4869032.92
2024-02-16,19.931,20.31,19.116,19.551,4600202.39
2024-02-17,19.555,20.273,19.218,20.032,3715998.41
2024-02-18,20.031,20.373,19.752,20.119,2893117.13
2024-02-19,20.12,20.245,19.647,19.832,4131134.93
2024-02-20,19.832,19.883,18.378,19.281,5699014.63
2024-02-21,19.281,19.287,18.0,18.594,4953060.58
2024-02-22,18.594,19.014,18.078,18.121,4209962.51
2024-02-23,18.12,18.286,17.56,17.935,4920946.76
2024-02-24,17.936,18.564,17.756,18.533,2305801.67
2024-02-25,18.533,18.859,18.37,18.722,2002911.08
2024-02-26,18.721,19.264,18.128,19.083,4454205.75
2024-02-27,19.083,19.362,18.662,19.023,4823735.82
2024-02-28,19.022,20.87,18.006,19.43,13518121.88
2024-02-29,19.43,20.455,18.801,19.274,8082763.33
2024-03-01,19.274,20.1,19.266,20.051,4054690.97
2024-03-02,20.052,21.69,19.956,21.398,7764412.97
2024-03-03,21.397,21.536,19.38,20.507,5670314.05
2024-03-04,20.507,20.895,19.82,20.416,6487639.07
2024-03-05,20.415,21.055,16.553,18.973,13545293.99
2024-03-06,18.973,20.152,18.389,20.085,6863998.61
2024-03-07,20.084,20.4,19.591,20.091,4703308.76
2024-03-08,20.092,20.391,19.14,19.699,5624596.13
2024-03-09,19.698,20.33,19.659,19.972,3713915.75
2024-03-10,19.973,21.96,19.379,21.68,6536500.81
2024-03-11,21.682,22.868,20.661,21.277,13248286.27
2024-03-12,21.277,21.341,19.516,20.704,9044025.32
2024-03-13,20.705,20.96,20.201,20.751,5205529.64
2024-03-14,20.752,21.949,19.87,20.88,12982071.97
2024-03-15,20.88,20.998,18.452,19.63,10111374.57
2024-03-16,19.633,19.829,17.806,18.115,6655371.41
2024-03-17,18.114,18.832,17.383,18.666,5308088.19
2024-03-18,18.666,19.494,18.043,18.301,7337983.8
2024-03-19,18.3,18.462,16.5,16.805,11140933.14
2024-03-20,16.804,18.5,16.244,18.412,8681676.8
2024-03-21,18.413,18.919,17.874,18.458,5074727.17
2024-03-22,18.458,18.584,17.325,18.367,4407460.12
2024-03-23,18.367,18.47,17.89,18.063,2509664.7
2024-03-24,18.063,18.628,17.97,18.518,1938843.98
2024-03-25,18.519,19.497,18.372,19.375,3415287.99
2024-03-26,19.375,20.737,19.331,20.007,5054832.06
2024-03-27,20.007,20.186,19.002,19.289,4359990.06
2024-03-28,19.29,19.808,19.043,19.148,3051983.73
2024-03-29,19.148,19.294,18.71,18.967,2573526.7
2024-03-30,18.967,19.291,18.783,18.933,2095740.16
2024-03-31,18.932,19.35,18.872,19.171,1590144.42
2024-04-01,19.17,19.275,17.856,18.358,3750501.14
2024-04-02,18.358,18.486,17.366,17.952,6634337.92
2024-04-03,17.953,18.337,17.38,17.687,3386259.96
2024-04-04,17.683,18.26,17.395,17.791,2903628.96
2024-04-05,17.79,17.791,16.862,17.325,2837274.08
2024-04-06,17.326,17.676,17.262,17.559,1487887.06
2024-04-07,17.56,17.973,17.501,17.913,1694095.78
2024-04-08,17.913,18.677,17.545,18.101,3848266.56
2024-04-09,18.1,18.181,17.241,17.362,3030395.75
2024-04-10,17.362,17.579,16.801,17.417,3470763.22
2024-04-11,17.417,17.62,17.006,17.555,1923583.47
2024-04-12,17.554,17.869,13.368,15.156,12185442.13
2024-04-13,15.155,15.398,11.788,13.288,14506798.73
2024-04-14,13.288,14.256,12.717,14.098,10069683.52
2024-04-15,14.099,14.668,13.222,13.58,7325684.02
2024-04-16,13.582,13.814,12.816,13.46,4853855.31
2024-04-17,13.459,13.608,12.718,13.133,4828560.16
2024-04-18,13.132,13.984,12.815,13.887,3966318.26
2024-04-19,13.888,14.119,12.742,13.946,6021268.15
2024-04-20,13.945,15.037,13.746,14.959,3117853.09
2024-04-21,14.958,15.178,14.527,15.105,2115579.19
2024-04-22,15.105,16.039,15.012,15.445,4323797.19
2024-04-23,15.445,15.572,15.098,15.178,2579511.45
2024-04-24,15.178,15.638,14.361,14.536,4135836.88
2024-04-25,14.536,14.902,14.352,14.593,3431332.32
2024-04-26,14.594,14.934,14.348,14.49,2739843.04
2024-04-27,14.491,14.525,13.87,14.267,2913028.82
2024-04-28,14.267,14.443,13.729,13.809,1626015.75
2024-04-29,13.809,14.186,13.714,14.074,2244207.74
2024-04-30,14.075,14.207,12.768,13.129,3667884.32
2024-05-01,13.128,13.506,12.35,13.347,4938418.64
2024-05-02,13.348,13.776,12.926,13.59,2408170.3
2024-05-03,13.59,14.2,13.459,14.093,2185366.29
2024-05-04,14.093,14.48,13.973,14.316,2150934.56
2024-05-05,14.317,14.662,14.11,14.371,1494724.41
2024-05-06,14.371,15.165,14.277,14.484,3244647.01
2024-05-07,14.484,14.725,13.963,13.997,2558935.56
2024-05-08,13.997,14.121,13.689,13.9,2688746.46
2024-05-09,13.899,14.369,13.842,14.237,2293030.1
2024-05-10,14.237,14.37,13.5,13.564,2824808.84
2024-05-11,13.565,13.812,13.28,13.306,1322923.76
2024-05-12,13.306,13.595,13.284,13.559,932004.7
2024-05-13,13.559,13.678,13.076,13.393,2514847.72
2024-05-14,13.392,13.6,12.933,12.98,2612434.88
2024-05-15,12.985,13.938,12.84,13.865,2926889.87
2024-05-16,13.867,15.866,13.537,15.516,7412429.35
2024-05-17,15.516,16.765,15.478,16.231,9400608.31
2024-05-18,16.231,16.567,16.05,16.329,3328563.95
2024-05-19,16.33,17.136,16.3,16.56,4967635.46
2024-05-20,16.56,17.46,16.362,17.262,6577697.92
2024-05-21,17.263,17.439,16.51,16.739,5456936.22
2024-05-22,16.741,16.929,16.148,16.354,4024068.18
2024-05-23,16.352,16.808,15.442,16.596,5766263.23
2024-05-24,16.596,17.798,16.56,17.25,7298192.05
2024-05-25,17.25,17.472,16.912,17.443,2426265.67
2024-05-26,17.442,17.915,16.991,17.042,3214720.65
2024-05-27,17.042,18.867,16.878,18.786,5638537.81
2024-05-28,18.791,18.838,17.847,18.528,5603881.79
2024-05-29,18.539,19.22,18.036,18.453,4377221.2
2024-05-30,18.453,19.207,17.781,17.944,3752099.99
2024-05-31,17.943,18.74,17.461,18.414,3063262.06
2024-06-01,18.411,18.686,18.266,18.443,1410910.67
2024-06-02,18.442,18.566,18.072,18.143,1523835.06
2024-06-03,18.142,18.359,17.539,17.629,2446283.0
2024-06-04,17.629,17.852,17.474,17.716,1872549.09
2024-06-05,17.716,18.082,17.6,17.741,2229505.03
2024-06-06,17.743,17.776,17.102,17.248,2933861.04
2024-06-07,17.248,17.722,15.3,16.318,4192706.62
2024-06-08,16.319,16.421,15.682,15.928,1915926.5
2024-06-09,15.929,16.383,15.901,16.372,1099628.14
2024-06-10,16.371,16.39,15.76,15.905,1775765.43
2024-06-11,15.906,15.913,14.662,14.988,3486215.88
2024-06-12,14.987,16.236,14.73,16.006,3534449.74
2024-06-13,16.007,16.05,15.052,15.141,2308110.11
2024-06-14,15.139,15.462,14.469,14.744,2962457.3
2024-06-15,14.745,15.113,14.702,14.857,1563299.76
2024-06-16,14.859,15.23,14.57,15.144,1514250.0
2024-06-17,15.141,15.22,14.017,14.523,2994665.1
2024-06-18,14.522,14.62,12.931,13.986,5575818.39
2024-06-19,13.986,14.503,13.913,14.345,2075689.63
2024-06-20,14.346,14.86,14.192,14.255,1908530.59
2024-06-21,14.26,14.595,13.844,13.848,3109887.06
2024-06-22,13.849,13.912,13.468,13.482,1389556.99
2024-06-23,13.483,13.685,13.123,13.194,1460540.28
2024-06-24,13.194,13.689,12.63,13.617,3776245.24
2024-06-25,13.617,14.291,13.571,14.198,2163785.76
2024-06-26,14.197,14.293,13.857,13.915,1473178.38
2024-06-27,13.917,14.63,13.585,14.433,2616406.14
2024-06-28,14.432,14.6,13.757,13.778,2211079.82
2024-06-29,13.777,14.167,13.481,13.543,1485231.67
2024-06-30,13.544,14.35,13.451,14.281,1645240.48
2024-07-01,14.279,14.579,14.22,14.338,1755091.25
2024-07-02,14.338,14.754,14.245,14.415,2151743.28
2024-07-03,14.413,14.596,13.5,13.589,3543779.54
2024-07-04,13.59,13.739,12.512,12.538,4607993.13
2024-07-05,12.539,12.549,11.053,12.311,8073983.29
2024-07-06,12.312,13.283,12.187,13.18,1887193.74
2024-07-07,13.18,13.195,12.289,12.352,1659445.12
2024-07-08,12.355,13.526,11.772,13.121,3902970.7
2024-07-09,13.119,13.316,12.73,12.841,3025500.29
2024-07-10,12.841,13.168,12.69,12.79,2316344.53
2024-07-11,12.791,13.191,12.291,12.347,2913398.11
2024-07-12,12.343,12.829,12.228,12.74,3147280.64
2024-07-13,12.743,13.136,12.7,13.021,1843029.13
2024-07-14,13.019,13.527,12.889,13.448,2749845.4
2024-07-15,13.448,14.511,13.405,14.394,3174140.86
2024-07-16,14.399,14.622,13.814,14.206,3371919.54
2024-07-17,14.208,14.504,13.73,13.737,2632485.26
2024-07-18,13.737,14.003,13.414,13.593,2447987.26
2024-07-19,13.592,14.139,13.335,14.076,2608696.21
2024-07-20,14.076,14.333,13.849,14.247,1546995.05
2024-07-21,14.246,15.196,13.944,14.816,3427519.11
2024-07-22,14.817,14.881,13.78,13.93,1647419.89
2024-07-23,13.93,14.17,13.494,13.91,1421942.97
2024-07-24,13.9,13.96,13.25,13.4,1256030.46
2024-07-25,13.41,13.45,12.47,12.94,1885396.08
2024-07-26,12.93,13.64,12.91,13.53,1174587.03
2024-07-27,13.53,13.88,13.26,13.54,1460433.56
2024-07-28,13.55,13.65,13.19,13.3,705440.02
2024-07-29,13.3,13.91,13.3,13.53,1524616.75
2024-07-30,13.53,13.8,12.98,13.14,1362496.85
2024-07-31,13.13,13.42,12.768,12.83,1497800.16
2024-08-01,12.82,13.1,12.12,12.88,1870585.71
2024-08-02,12.88,12.96,11.76,11.93,2658270.91
2024-08-03,11.92,12.14,11.34,11.68,1748000.69
2024-08-04,11.69,11.79,10.48,10.88,2457740.26
2024-08-05,10.88,10.97,8.08,9.49,17206780.72
2024-08-06,9.49,10.7,9.47,10.07,3797828.71
2024-08-07,10.06,10.49,9.39,9.48,2916617.05
2024-08-08,9.49,10.84,9.34,10.75,2764327.55
2024-08-09,10.74,10.75,10.16,10.53,1744241.58
2024-08-10,10.53,10.71,10.47,10.55,971316.1
2024-08-11,10.56,10.84,9.94,10.0,1547361.69
2024-08-12,10.0,10.75,9.94,10.56,2572403.11
2024-08-13,10.55,10.69,10.09,10.58,1953151.78
2024-08-14,10.58,10.74,10.21,10.39,1606087.78
2024-08-15,10.39,10.69,9.98,10.17,2065975.02
2024-08-16,10.17,10.4,9.91,10.12,1412866.98
2024-08-17,10.13,10.18,10.03,10.16,660305.04
2024-08-18,10.16,10.48,10.06,10.09,1294898.35
2024-08-19,10.09,10.2,9.94,10.19,1446198.29
2024-08-20,10.19,10.55,10.04,10.23,1584395.02
2024-08-21,10.24,11.4,10.14,11.22,2603911.22
2024-08-22,11.21,11.62,11.14,11.48,2372692.02
2024-08-23,11.48,12.21,11.45,12.05,2511841.64
2024-08-24,12.06,12.56,11.9,12.35,1890917.97
2024-08-25,12.34,12.39,11.94,12.1,1680258.12
2024-08-26,12.1,12.7,11.83,11.83,2726249.26
2024-08-27,11.83,12.06,10.9,11.16,2512859.8
2024-08-28,11.15,11.71,10.93,11.17,2391451.06
2024-08-29,11.17,11.47,10.81,10.94,1488137.35
2024-08-30,10.94,11.2,10.5,11.11,1605908.27
2024-08-31,11.12,11.21,10.93,11.02,762838.01
2024-09-01,11.02,11.02,10.23,10.37,1509016.4
2024-09-02,10.37,10.84,10.32,10.77,1315079.57
2024-09-03,10.77,10.88,10.21,10.31,1596734.24
2024-09-04,10.32,10.5,9.82,10.34,2274543.36
2024-09-05,10.33,10.4,9.91,10.03,1234400.81
2024-09-06,10.03,10.18,9.28,9.57,2726820.88
2024-09-07,9.58,10.16,9.56,10.03,1343150.05
2024-09-08,10.03,10.46,9.97,10.35,1350353.58
2024-09-09,10.35,10.83,10.27,10.53,2536489.74
2024-09-10,10.54,10.74,10.33,10.58,1474504.71
2024-09-11,10.58,10.6,10.17,10.4,1527678.77
2024-09-12,10.39,10.81,10.39,10.78,1446798.84
2024-09-13,10.79,11.56,10.64,11.45,2956943.65
2024-09-14,11.45,11.48,11.21,11.29,1145891.32
2024-09-15,11.3,11.36,10.79,10.81,1228933.57
2024-09-16,10.81,10.83,10.41,10.54,1891935.14
2024-09-17,10.54,10.92,10.43,10.63,1812776.35
2024-09-18,10.63,10.9,10.29,10.89,1980319.05
2024-09-19,10.9,11.4,10.9,11.21,2838273.01
2024-09-20,11.21,11.74,11.12,11.44,2711552.15
2024-09-21,11.44,11.55,11.21,11.5,1321660.74
2024-09-22,11.5,11.55,10.84,11.13,1594550.09
2024-09-23,11.12,11.61,10.92,11.39,2250270.71
2024-09-24,11.4,12.23,11.2,12.15,2854159.21
2024-09-25,12.15,12.56,12.06,12.11,2605279.51
2024-09-26,12.11,12.75,11.87,12.56,3111496.33
2024-09-27,12.56,12.88,12.44,12.67,2804745.6
2024-09-28,12.66,12.98,12.36,12.95,2187458.11
2024-09-29,12.95,12.98,12.43,12.46,1484031.12
2024-09-30,12.47,12.48,11.75,11.85,2055007.13
2024-10-01,11.85,12.26,10.84,11.01,4149387.7
2024-10-02,11.01,11.31,10.45,10.66,3135603.43
2024-10-03,10.65,10.87,10.34,10.66,2609545.82
2024-10-04,10.66,11.25,10.59,11.08,2180620.51
2024-10-05,11.08,11.38,10.98,11.27,1206500.32
2024-10-06,11.27,11.4,11.16,11.27,1438654.89
2024-10-07,11.28,11.76,11.12,11.16,2903675.63
2024-10-08,11.16,11.29,10.78,10.82,2511775.1
2024-10-09,10.83,10.97,10.41,10.53,2572154.31
2024-10-10,10.54,10.75,10.25,10.56,2311977.76
2024-10-11,10.55,11.03,10.5,10.91,1729530.83
2024-10-12,10.9,11.15,10.83,11.01,1409186.28
2024-10-13,11.0,11.08,10.62,10.75,1465344.52
2024-10-14,10.75,11.35,10.6,11.28,2770179.29
2024-10-15,11.29,11.7,10.93,11.45,4806201.65
2024-10-16,11.45,11.54,11.06,11.24,2177488.42
2024-10-17,11.25,11.35,10.85,11.03,1843237.65
2024-10-18,11.03,11.51,10.98,11.48,2177797.1
2024-10-19,11.48,11.6,11.29,11.42,1040836.05
2024-10-20,11.42,12.04,11.27,11.98,2070368.07
2024-10-21,11.98,12.03,11.54,11.71,2142895.94
2024-10-22,11.7,12.35,11.59,11.97,3746862.51
2024-10-23,11.98,12.01,11.0,11.32,2846227.54
2024-10-24,11.32,11.65,11.22,11.62,2056184.87
2024-10-25,11.62,12.1,10.8,11.13,4150315.56
2024-10-26,11.14,11.4,10.82,11.01,2431743.17
2024-10-27,11.01,11.18,10.84,10.99,1292426.51
2024-10-28,10.99,11.27,10.71,11.18,2232645.81
2024-10-29,11.19,11.81,11.15,11.8,2413413.41
2024-10-30,11.8,12.45,11.65,12.39,3115047.04
2024-10-31,12.4,12.47,11.31,11.41,2672404.77
2024-11-01,11.41,11.73,11.13,11.25,3095385.47
2024-11-02,11.24,11.4,11.07,11.19,2144981.92
2024-11-03,11.19,11.24,10.51,10.76,3043948.92
2024-11-04,10.75,10.92,10.07,10.26,3285395.24
2024-11-05,10.25,10.94,10.18,10.83,2451648.01
2024-11-06,10.84,12.32,10.8,12.17,6021284.14
2024-11-07,12.17,12.71,12.06,12.59,4102157.95
2024-11-08,12.59,13.75,12.52,13.69,5862824.36
2024-11-09,13.69,13.84,13.28,13.78,3227868.58
2024-11-10,13.78,14.85,13.65,14.25,7213896.18
2024-11-11,14.26,14.94,13.61,14.91,7032175.76
2024-11-12,14.91,15.34,13.66,13.95,9709186.6
2024-11-13,13.95,14.38,13.05,13.48,7983731.02
2024-11-14,13.49,13.83,12.8,13.0,5553257.49
2024-11-15,13.0,13.9,12.71,13.84,4456308.53
2024-11-16,13.84,14.8,13.73,14.52,5856591.0
2024-11-17,14.53,14.9,13.56,13.78,4925533.75
2024-11-18,13.79,16.0,13.75,15.26,8507217.52
2024-11-19,15.27,15.43,14.33,14.62,4551823.82
2024-11-20,14.62,15.32,14.03,14.24,5709847.39
2024-11-21,14.24,15.38,13.83,14.89,6056901.96
2024-11-22,14.89,16.59,14.72,16.57,10260318.34
2024-11-23,16.57,18.39,16.3,17.38,11533900.71
2024-11-24,17.39,18.34,16.1,17.91,8358817.85
2024-11-25,17.91,19.06,17.14,17.34,10299574.1
2024-11-26,17.34,17.84,16.18,17.34,6811917.35
2024-11-27,17.34,19.0,16.96,18.66,7273824.08
2024-11-28,18.66,18.69,17.48,17.93,4613852.6
2024-11-29,17.94,18.41,17.52,18.24,3855567.29
2024-11-30,18.25,19.441,17.93,19.0,5052772.3
2024-12-01,19.0,19.11,18.43,18.92,4149445.38
2024-12-02,18.91,26.9,18.57,25.23,36222747.77
2024-12-03,25.22,26.32,22.54,24.09,22028330.36
2024-12-04,24.1,26.59,23.6,24.07,14113341.66
2024-12-05,24.07,24.82,22.41,23.15,9709163.86
2024-12-06,23.15,25.94,22.75,25.87,8541586.87
2024-12-07,25.88,26.89,24.44,24.79,6873804.42
2024-12-08,24.79,27.41,24.68,26.09,9422038.91
2024-12-09,26.09,27.36,19.56,22.25,19183245.38
2024-12-10,22.24,23.78,20.27,22.12,15548546.65
2024-12-11,22.11,24.33,21.14,24.07,7801029.71
2024-12-12,24.06,29.45,23.87,29.13,21001352.82
2024-12-13,29.14,30.94,27.53,28.99,14381820.64
2024-12-14,28.99,30.77,28.71,29.12,10705069.13
2024-12-15,29.13,29.88,28.02,29.26,7150900.76
2024-12-16,29.25,30.85,28.41,28.73,11253244.27
2024-12-17,28.74,29.07,27.3,27.86,8162177.01
